date,wp1,wp2,wp3,wp4,wp5,wp6
2009070319,0.126,0.334,0.524,0.347,0.128,0.301
2009070320,0.126,0.258,0.497,0.518,0.188,0.421
2009070321,0.126,0.334,0.529,0.468,0.188,0.486
2009070322,0.051,0.399,0.492,0.452,0.049,0.476
2009070323,0.051,0.056,0.36,0.364,0.049,0.476
2009070400,0.025,0.081,0.212,0.187,0.148,0.521
2009070401,0.0,0.091,0.09,0.165,0.079,0.476
2009070402,0.0,0.283,0.074,0.264,0.089,0.501
2009070403,0.0,0.253,0.058,0.65,0.168,0.662
2009070404,0.0,0.278,0.021,0.595,0.148,0.747
2009070405,0.025,0.349,0.042,0.38,0.04,0.622
2009070406,0.177,0.278,0.037,0.386,0.059,0.406
2009070407,0.227,0.283,0.016,0.088,0.326,0.19
2009070408,0.101,0.298,0.0,0.006,0.346,0.11
2009070409,0.051,0.222,0.0,0.011,0.455,0.075
2009070410,0.051,0.228,0.0,0.05,0.257,0.135
2009070411,0.025,0.248,0.0,0.171,0.247,0.11
2009070412,0.025,0.359,0.016,0.132,0.049,0.201
2009070413,0.126,0.45,0.037,0.105,0.0,0.386
2009070414,0.051,0.344,0.026,0.127,0.0,0.461
2009070415,0.051,0.339,0.011,0.182,0.01,0.451
2009070416,0.076,0.177,0.005,0.116,0.03,0.376
2009070417,0.051,0.177,0.021,0.061,0.059,0.266
2009070418,0.025,0.217,0.037,0.039,0.089,0.241
2009070419,0.0,0.207,0.042,0.033,0.109,0.236
2009070420,0.0,0.349,0.053,0.061,0.119,0.226
2009070421,0.0,0.238,0.085,0.028,0.099,0.271
2009070422,0.0,0.131,0.079,0.006,0.089,0.271
2009070423,0.0,0.066,0.058,0.022,0.069,0.296
2009070500,0.0,0.015,0.042,0.017,0.079,0.19
2009070501,0.0,0.015,0.032,0.039,0.059,0.12
2009070502,0.0,0.025,0.021,0.05,0.059,0.195
2009070503,0.0,0.091,0.016,0.05,0.069,0.281
2009070504,0.0,0.238,0.005,0.033,0.049,0.221
2009070505,0.0,0.258,0.021,0.039,0.0,0.14
2009070506,0.0,0.243,0.032,0.022,0.0,0.216
2009070507,0.076,0.217,0.037,0.154,0.0,0.281
2009070508,0.126,0.177,0.058,0.176,0.0,0.206
2009070509,0.126,0.147,0.122,0.127,0.0,0.185
2009070510,0.177,0.111,0.159,0.039,0.0,0.246
2009070511,0.076,0.086,0.148,0.006,0.0,0.266
2009070512,0.0,0.051,0.185,0.0,0.0,0.165
2009070513,0.0,0.01,0.143,0.0,0.0,0.025
2009070514,0.0,0.0,0.079,0.0,0.0,0.01
2009070515,0.0,0.02,0.021,0.0,0.0,0.0
2009070516,0.0,0.086,0.085,0.0,0.02,0.01
2009070517,0.0,0.157,0.053,0.0,0.069,0.035
2009070518,0.0,0.172,0.042,0.022,0.099,0.03
2009070519,0.0,0.243,0.106,0.017,0.138,0.02
2009070520,0.0,0.238,0.19,0.022,0.168,0.045
2009070521,0.0,0.248,0.206,0.0,0.168,0.07
2009070522,0.0,0.278,0.185,0.061,0.128,0.085
2009070523,0.025,0.167,0.317,0.039,0.119,0.065
2009070600,0.328,0.111,0.153,0.011,0.119,0.015
2009070601,0.101,0.126,0.048,0.088,0.158,0.01
2009070602,0.0,0.096,0.085,0.017,0.168,0.035
2009070603,0.0,0.056,0.138,0.006,0.119,0.09
2009070604,0.0,0.03,0.233,0.061,0.128,0.115
2009070605,0.0,0.015,0.37,0.017,0.257,0.06
2009070606,0.0,0.01,0.54,0.0,0.079,0.05
2009070607,0.0,0.01,0.54,0.0,0.03,0.03
2009070608,0.0,0.02,0.481,0.0,0.03,0.0
2009070609,0.0,0.0,0.471,0.0,0.049,0.0
2009070610,0.0,0.02,0.196,0.0,0.119,0.04
2009070611,0.0,0.005,0.153,0.0,0.069,0.04
2009070612,0.0,0.035,0.238,0.0,0.128,0.09
2009070613,0.0,0.046,0.132,0.0,0.049,0.125
2009070614,0.0,0.015,0.127,0.006,0.069,0.085
2009070615,0.0,0.005,0.201,0.0,0.326,0.055
2009070616,0.025,0.03,0.243,0.0,0.405,0.085
2009070617,0.025,0.01,0.344,0.006,0.366,0.211
2009070618,0.025,0.015,0.397,0.105,0.316,0.266
2009070619,0.051,0.051,0.45,0.061,0.247,0.185
2009070620,0.025,0.056,0.476,0.028,0.217,0.16
2009070621,0.0,0.086,0.497,0.006,0.277,0.075
2009070622,0.0,0.081,0.635,0.006,0.128,0.175
2009070623,0.0,0.051,0.619,0.121,0.059,0.12
2009070700,0.354,0.025,0.519,0.132,0.03,0.02
2009070701,0.152,0.051,0.413,0.0,0.0,0.05
2009070702,0.0,0.035,0.402,0.0,0.02,0.07
2009070703,0.0,0.03,0.291,0.033,0.336,0.005
2009070704,0.051,0.005,0.196,0.083,0.395,0.0
2009070705,0.025,0.005,0.148,0.0,0.237,0.03
2009070706,0.0,0.0,0.143,0.011,0.069,0.02
2009070707,0.0,0.0,0.09,0.05,0.0,0.075
2009070708,0.0,0.0,0.074,0.176,0.02,0.105
2009070709,0.051,0.0,0.116,0.253,0.158,0.16
2009070710,0.101,0.0,0.153,0.226,0.099,0.18
2009070711,0.278,0.0,0.169,0.275,0.089,0.231
2009070712,0.101,0.04,0.201,0.259,0.099,0.306
2009070713,0.152,0.04,0.169,0.287,0.198,0.286
2009070714,0.202,0.03,0.228,0.325,0.346,0.246
2009070715,0.227,0.0,0.286,0.424,0.296,0.306
2009070716,0.227,0.005,0.148,0.446,0.356,0.306
2009070717,0.227,0.091,0.143,0.446,0.326,0.306
2009070718,0.253,0.308,0.153,0.413,0.425,0.316
2009070719,0.152,0.329,0.196,0.275,0.543,0.381
2009070720,0.076,0.071,0.243,0.364,0.504,0.411
2009070721,0.051,0.061,0.317,0.314,0.306,0.426
2009070722,0.051,0.091,0.344,0.176,0.208,0.391
2009070723,0.051,0.147,0.286,0.132,0.188,0.346
2009070800,0.0,0.096,0.254,0.171,0.089,0.316
2009070801,0.0,0.116,0.19,0.375,0.04,0.271
2009070802,0.0,0.116,0.143,0.391,0.03,0.276
2009070803,0.0,0.076,0.159,0.551,0.01,0.226
2009070804,0.025,0.061,0.138,0.749,0.0,0.276
2009070805,0.152,0.086,0.069,0.452,0.0,0.216
2009070806,0.177,0.066,0.063,0.171,0.0,0.145
2009070807,0.253,0.061,0.058,0.033,0.04,0.1
2009070808,0.152,0.04,0.063,0.006,0.079,0.07
2009070809,0.025,0.051,0.101,0.0,0.049,0.06
2009070810,0.0,0.035,0.053,0.0,0.04,0.06
2009070811,0.0,0.025,0.042,0.0,0.089,0.045
2009070812,0.0,0.01,0.048,0.0,0.079,0.045
2009070813,0.0,0.0,0.042,0.0,0.01,0.085
2009070814,0.0,0.0,0.026,0.0,0.0,0.085
2009070815,0.0,0.0,0.011,0.0,0.0,0.08
2009070816,0.0,0.0,0.005,0.0,0.0,0.095
2009070817,0.0,0.02,0.021,0.0,0.0,0.05
2009070818,0.025,0.015,0.042,0.0,0.02,0.035
2009070819,0.025,0.025,0.037,0.0,0.04,0.055
2009070820,0.051,0.025,0.032,0.039,0.059,0.04
2009070821,0.025,0.01,0.005,0.033,0.03,0.035
2009070822,0.025,0.0,0.069,0.006,0.02,0.02
2009070823,0.025,0.0,0.101,0.0,0.02,0.025
2009070900,0.0,0.0,0.116,0.006,0.0,0.06
2009070901,0.025,0.0,0.101,0.0,0.0,0.03
2009070902,0.025,0.0,0.042,0.0,0.0,0.045
2009070903,0.025,0.0,0.005,0.033,0.0,0.065
2009070904,0.025,0.005,0.0,0.017,0.0,0.075
2009070905,0.076,0.035,0.0,0.0,0.0,0.135
2009070906,0.177,0.04,0.0,0.0,0.0,0.185
2009070907,0.227,0.01,0.0,0.0,0.0,0.075
2009070908,0.202,0.0,0.0,0.0,0.0,0.005
2009070909,0.177,0.0,0.0,0.0,0.01,0.0
2009070910,0.303,0.0,0.0,0.006,0.01,0.0
2009070911,0.253,0.02,0.0,0.0,0.01,0.03
2009070912,0.126,0.01,0.005,0.011,0.01,0.03
2009070913,0.025,0.02,0.0,0.006,0.0,0.0
2009070914,0.0,0.046,0.0,0.0,0.01,0.0
2009070915,0.0,0.071,0.011,0.0,0.02,0.0
2009070916,0.0,0.086,0.011,0.0,0.04,0.0
2009070917,0.0,0.071,0.005,0.006,0.079,0.0
2009070918,0.0,0.071,0.037,0.044,0.119,0.015
2009070919,0.0,0.071,0.106,0.061,0.148,0.005
2009070920,0.0,0.056,0.185,0.011,0.168,0.025
2009070921,0.0,0.035,0.302,0.011,0.188,0.095
2009070922,0.0,0.015,0.429,0.0,0.188,0.085
2009070923,0.0,0.005,0.46,0.0,0.168,0.13
2009071000,0.0,0.0,0.413,0.0,0.158,0.12
2009071001,0.0,0.0,0.487,0.0,0.188,0.095
2009071002,0.0,0.0,0.492,0.0,0.227,0.095
2009071003,0.177,0.0,0.545,0.055,0.188,0.1
2009071004,0.328,0.0,0.577,0.325,0.128,0.16
2009071005,0.328,0.0,0.577,0.347,0.119,0.19
2009071006,0.328,0.0,0.571,0.419,0.128,0.165
2009071007,0.429,0.0,0.556,0.375,0.138,0.105
2009071008,0.379,0.0,0.534,0.457,0.128,0.09
2009071009,0.328,0.0,0.656,0.43,0.079,0.1
2009071010,0.303,0.0,0.683,0.331,0.119,0.095
2009071011,0.328,0.0,0.608,0.347,0.099,0.11
2009071012,0.152,0.005,0.455,0.231,0.04,0.11
2009071013,0.051,0.03,0.471,0.033,0.01,0.005
2009071014,0.0,0.056,0.651,0.006,0.04,0.0
2009071015,0.025,0.051,0.571,0.033,0.04,0.04
2009071016,0.101,0.02,0.429,0.116,0.03,0.165
2009071017,0.152,0.025,0.46,0.231,0.04,0.266
2009071018,0.253,0.046,0.529,0.38,0.04,0.326
2009071019,0.328,0.061,0.397,0.452,0.03,0.351
2009071020,0.278,0.056,0.476,0.523,0.03,0.361
2009071021,0.202,0.066,0.265,0.617,0.01,0.311
2009071022,0.202,0.025,0.164,0.595,0.02,0.306
2009071023,0.177,0.0,0.138,0.468,0.049,0.291
2009071100,0.152,0.005,0.063,0.408,0.128,0.281
2009071101,0.227,0.066,0.048,0.358,0.217,0.236
2009071102,0.354,0.228,0.063,0.441,0.247,0.366
2009071103,0.379,0.374,0.053,0.507,0.257,0.381
2009071104,0.429,0.475,0.079,0.584,0.366,0.421
2009071105,0.48,0.536,0.069,0.623,0.464,0.481
2009071106,0.581,0.465,0.063,0.705,0.791,0.451
2009071107,0.556,0.354,0.037,0.744,0.711,0.466
2009071108,0.606,0.308,0.09,0.716,0.484,0.476
2009071109,0.379,0.334,0.275,0.556,0.415,0.501
2009071110,0.177,0.339,0.36,0.325,0.346,0.421
2009071111,0.177,0.329,0.185,0.176,0.395,0.251
2009071112,0.152,0.374,0.116,0.006,0.395,0.19
2009071113,0.025,0.465,0.069,0.017,0.178,0.226
2009071114,0.101,0.485,0.09,0.039,0.099,0.18
2009071115,0.051,0.531,0.212,0.143,0.0,0.065
2009071116,0.101,0.455,0.254,0.347,0.089,0.115
2009071117,0.152,0.46,0.45,0.479,0.543,0.306
2009071118,0.051,0.394,0.55,0.364,0.455,0.471
2009071119,0.025,0.44,0.608,0.198,0.613,0.596
2009071120,0.051,0.319,0.688,0.149,0.346,0.657
2009071121,0.025,0.384,0.72,0.314,0.464,0.586
2009071122,0.455,0.349,0.746,0.584,0.494,0.576
2009071123,0.758,0.253,0.714,0.672,0.514,0.627
2009071200,0.606,0.182,0.741,0.496,0.445,0.546
2009071201,0.429,0.076,0.735,0.556,0.445,0.521
2009071202,0.227,0.076,0.63,0.854,0.583,0.351
2009071203,0.227,0.116,0.54,0.887,0.623,0.536
2009071204,0.126,0.228,0.418,0.733,0.553,0.617
2009071205,0.126,0.157,0.307,0.601,0.168,0.566
2009071206,0.076,0.126,0.148,0.551,0.059,0.411
2009071207,0.0,0.106,0.063,0.231,0.03,0.291
2009071208,0.0,0.121,0.058,0.072,0.0,0.291
2009071209,0.0,0.137,0.069,0.017,0.049,0.391
2009071210,0.0,0.076,0.053,0.039,0.099,0.446
2009071211,0.025,0.046,0.037,0.088,0.049,0.496
2009071212,0.051,0.025,0.026,0.22,0.02,0.276
2009071213,0.076,0.04,0.005,0.209,0.0,0.075
2009071214,0.202,0.025,0.0,0.281,0.0,0.18
2009071215,0.328,0.005,0.005,0.331,0.01,0.211
2009071216,0.278,0.056,0.005,0.402,0.02,0.296
2009071217,0.177,0.142,0.005,0.358,0.02,0.291
2009071218,0.126,0.263,0.053,0.364,0.059,0.296
2009071219,0.025,0.349,0.069,0.309,0.069,0.376
2009071220,0.0,0.465,0.122,0.143,0.04,0.401
2009071221,0.0,0.501,0.153,0.055,0.04,0.371
2009071222,0.0,0.475,0.291,0.044,0.01,0.286
2009071223,0.0,0.46,0.349,0.083,0.128,0.175
2009071300,0.0,0.389,0.344,0.011,0.198,0.105
2009071301,0.076,0.222,0.344,0.011,0.198,0.07
2009071302,0.126,0.248,0.349,0.017,0.198,0.135
2009071303,0.076,0.228,0.296,0.05,0.119,0.165
2009071304,0.051,0.142,0.132,0.072,0.119,0.236
2009071305,0.051,0.121,0.175,0.088,0.435,0.306
2009071306,0.0,0.116,0.116,0.099,0.484,0.336
2009071307,0.0,0.066,0.116,0.055,0.287,0.296
2009071308,0.0,0.056,0.069,0.05,0.198,0.236
2009071309,0.0,0.081,0.069,0.105,0.148,0.201
2009071310,0.025,0.131,0.058,0.16,0.069,0.291
2009071311,0.051,0.152,0.063,0.242,0.059,0.321
2009071312,0.101,0.258,0.074,0.309,0.01,0.291
2009071313,0.202,0.283,0.111,0.402,0.0,0.326
2009071314,0.303,0.217,0.116,0.309,0.0,0.486
2009071315,0.404,0.212,0.058,0.298,0.0,0.451
2009071316,0.379,0.177,0.058,0.275,0.02,0.576
2009071317,0.253,0.167,0.143,0.237,0.079,0.667
2009071318,0.152,0.187,0.577,0.226,0.128,0.712
2009071319,0.126,0.308,0.725,0.198,0.208,0.787
2009071320,0.0,0.177,0.815,0.099,0.227,0.827
2009071321,0.0,0.101,0.772,0.061,0.148,0.847
2009071322,0.0,0.243,0.561,0.044,0.138,0.672
2009071323,0.0,0.501,0.249,0.044,0.109,0.511
2009071400,0.0,0.42,0.111,0.0,0.04,0.331
2009071401,0.0,0.298,0.085,0.132,0.03,0.18
2009071402,0.0,0.404,0.048,0.298,0.079,0.221
2009071403,0.126,0.182,0.063,0.16,0.109,0.281
2009071404,0.051,0.051,0.058,0.226,0.198,0.371
2009071405,0.101,0.015,0.106,0.226,0.504,0.476
2009071406,0.051,0.005,0.106,0.182,0.573,0.416
2009071407,0.076,0.02,0.079,0.083,0.366,0.401
2009071408,0.328,0.081,0.058,0.039,0.227,0.286
2009071409,0.227,0.222,0.021,0.011,0.109,0.221
2009071410,0.101,0.217,0.026,0.0,0.128,0.19
2009071411,0.025,0.152,0.032,0.0,0.227,0.316
2009071412,0.0,0.111,0.021,0.0,0.079,0.211
2009071413,0.0,0.061,0.0,0.0,0.04,0.17
2009071414,0.0,0.101,0.0,0.0,0.0,0.185
2009071415,0.0,0.081,0.0,0.0,0.0,0.18
2009071416,0.0,0.04,0.0,0.0,0.01,0.175
2009071417,0.025,0.061,0.0,0.061,0.01,0.211
2009071418,0.0,0.182,0.0,0.055,0.049,0.276
2009071419,0.0,0.162,0.016,0.099,0.099,0.246
2009071420,0.0,0.076,0.005,0.138,0.128,0.231
2009071421,0.0,0.02,0.016,0.138,0.208,0.236
2009071422,0.0,0.025,0.011,0.028,0.119,0.231
2009071423,0.0,0.106,0.0,0.0,0.138,0.211
2009071500,0.0,0.394,0.0,0.0,0.099,0.145
2009071501,0.0,0.43,0.0,0.0,0.059,0.075
2009071502,0.0,0.399,0.0,0.0,0.049,0.065
2009071503,0.0,0.495,0.021,0.0,0.04,0.04
2009071504,0.0,0.329,0.063,0.0,0.049,0.05
2009071505,0.051,0.228,0.074,0.011,0.059,0.065
2009071506,0.227,0.152,0.228,0.066,0.109,0.08
2009071507,0.177,0.096,0.413,0.116,0.089,0.04
2009071508,0.177,0.056,0.46,0.364,0.069,0.06
2009071509,0.177,0.01,0.614,0.253,0.099,0.135
2009071510,0.227,0.0,0.619,0.193,0.138,0.115
2009071511,0.303,0.0,0.508,0.242,0.217,0.12
2009071512,0.328,0.0,0.857,0.303,0.158,0.1
2009071513,0.202,0.0,0.831,0.253,0.119,0.09
2009071514,0.227,0.005,0.926,0.303,0.128,0.04
2009071515,0.278,0.035,0.868,0.342,0.109,0.135
2009071516,0.227,0.03,0.81,0.413,0.109,0.216
2009071517,0.278,0.076,0.651,0.375,0.109,0.226
2009071518,0.278,0.096,0.508,0.292,0.089,0.211
2009071519,0.404,0.061,0.291,0.463,0.316,0.201
2009071520,0.328,0.046,0.138,0.369,0.415,0.306
2009071521,0.404,0.035,0.048,0.38,0.474,0.271
2009071522,0.53,0.005,0.079,0.529,0.455,0.316
2009071523,0.48,0.0,0.101,0.744,0.543,0.371
2009071600,0.379,0.0,0.111,0.645,0.672,0.331
2009071601,0.328,0.0,0.058,0.595,0.81,0.366
2009071602,0.328,0.0,0.175,0.551,0.711,0.366
2009071603,0.303,0.005,0.376,0.534,0.603,0.366
2009071604,0.278,0.005,0.434,0.402,0.543,0.406
2009071605,0.177,0.02,0.402,0.264,0.583,0.356
2009071606,0.227,0.066,0.407,0.237,0.543,0.281
2009071607,0.606,0.071,0.317,0.496,0.514,0.326
2009071608,0.505,0.116,0.243,0.463,0.613,0.471
2009071609,0.227,0.051,0.138,0.303,0.711,0.431
2009071610,0.076,0.061,0.085,0.226,0.375,0.165
2009071611,0.0,0.364,0.042,0.072,0.484,0.256
2009071612,0.0,0.404,0.063,0.028,0.375,0.261
2009071613,0.0,0.344,0.053,0.033,0.148,0.17
2009071614,0.0,0.222,0.053,0.033,0.109,0.115
2009071615,0.0,0.177,0.011,0.0,0.119,0.145
2009071616,0.0,0.278,0.074,0.0,0.158,0.145
2009071617,0.0,0.339,0.122,0.0,0.425,0.165
2009071618,0.0,0.359,0.143,0.0,0.593,0.201
2009071619,0.101,0.435,0.127,0.044,0.563,0.261
2009071620,0.253,0.445,0.143,0.331,0.563,0.206
2009071621,0.126,0.445,0.206,0.408,0.652,0.251
2009071622,0.076,0.521,0.153,0.303,0.563,0.256
2009071623,0.051,0.475,0.053,0.231,0.603,0.391
2009071700,0.051,0.233,0.085,0.298,0.692,0.241
2009071701,0.051,0.081,0.159,0.143,0.573,0.15
2009071702,0.076,0.04,0.058,0.127,0.435,0.135
2009071703,0.076,0.02,0.016,0.088,0.326,0.145
2009071704,0.051,0.005,0.016,0.0,0.099,0.206
2009071705,0.0,0.0,0.005,0.0,0.099,0.135
2009071706,0.0,0.066,0.026,0.0,0.089,0.02
2009071707,0.0,0.197,0.042,0.05,0.267,0.0
2009071708,0.101,0.121,0.063,0.099,0.01,0.0
2009071709,0.152,0.111,0.016,0.198,0.0,0.0
2009071710,0.253,0.106,0.0,0.358,0.208,0.0
2009071711,0.177,0.025,0.0,0.419,0.257,0.03
2009071712,0.101,0.015,0.0,0.325,0.089,0.02
2009071713,0.076,0.046,0.0,0.105,0.069,0.035
2009071714,0.025,0.071,0.0,0.028,0.03,0.065
2009071715,0.025,0.101,0.0,0.05,0.02,0.045
2009071716,0.025,0.091,0.0,0.088,0.02,0.06
2009071717,0.051,0.086,0.026,0.039,0.03,0.08
2009071718,0.152,0.081,0.074,0.099,0.03,0.15
2009071719,0.303,0.354,0.079,0.204,0.049,0.13
2009071720,0.202,0.091,0.079,0.231,0.099,0.04
2009071721,0.126,0.0,0.09,0.165,0.257,0.025
2009071722,0.076,0.01,0.127,0.083,0.316,0.015
2009071723,0.025,0.046,0.18,0.039,0.237,0.01
2009071800,0.025,0.071,0.159,0.022,0.198,0.005
2009071801,0.025,0.066,0.169,0.006,0.415,0.03
2009071802,0.0,0.051,0.18,0.006,0.385,0.095
2009071803,0.051,0.061,0.101,0.0,0.148,0.08
2009071804,0.0,0.02,0.069,0.0,0.079,0.175
2009071805,0.0,0.005,0.058,0.0,0.079,0.18
2009071806,0.0,0.0,0.09,0.011,0.138,0.1
2009071807,0.0,0.0,0.058,0.028,0.296,0.07
2009071808,0.0,0.0,0.037,0.044,0.346,0.075
2009071809,0.0,0.0,0.048,0.022,0.277,0.1
2009071810,0.0,0.0,0.026,0.039,0.247,0.055
2009071811,0.025,0.061,0.026,0.055,0.257,0.1
2009071812,0.051,0.076,0.026,0.061,0.198,0.075
2009071813,0.126,0.076,0.085,0.055,0.148,0.09
2009071814,0.126,0.116,0.106,0.072,0.217,0.11
2009071815,0.126,0.207,0.079,0.105,0.198,0.175
2009071816,0.126,0.374,0.063,0.083,0.257,0.185
2009071817,0.126,0.556,0.09,0.11,0.237,0.256
2009071818,0.076,0.683,0.222,0.11,0.237,0.236
2009071819,0.0,0.622,0.296,0.066,0.208,0.296
2009071820,0.0,0.566,0.386,0.066,0.168,0.331
2009071821,0.025,0.475,0.471,0.143,0.287,0.451
2009071822,0.0,0.415,0.455,0.149,0.168,0.381
2009071823,0.0,0.526,0.413,0.105,0.257,0.386
2009071900,0.0,0.475,0.317,0.072,0.208,0.331
2009071901,0.0,0.475,0.18,0.011,0.198,0.261
2009071902,0.0,0.576,0.138,0.006,0.148,0.17
2009071903,0.025,0.485,0.18,0.028,0.306,0.195
2009071904,0.202,0.308,0.175,0.154,0.109,0.206
2009071905,0.278,0.202,0.143,0.281,0.158,0.206
2009071906,0.328,0.182,0.143,0.331,0.168,0.246
2009071907,0.177,0.182,0.101,0.215,0.099,0.291
2009071908,0.227,0.162,0.106,0.22,0.079,0.311
2009071909,0.202,0.116,0.111,0.237,0.089,0.256
2009071910,0.126,0.167,0.085,0.242,0.128,0.276
2009071911,0.177,0.162,0.048,0.11,0.069,0.316
2009071912,0.126,0.298,0.016,0.083,0.04,0.316
2009071913,0.076,0.319,0.0,0.061,0.01,0.226
2009071914,0.051,0.303,0.0,0.088,0.03,0.211
2009071915,0.051,0.369,0.0,0.055,0.079,0.271
2009071916,0.0,0.369,0.0,0.055,0.099,0.226
2009071917,0.025,0.43,0.011,0.083,0.079,0.125
2009071918,0.0,0.44,0.042,0.083,0.059,0.095
2009071919,0.025,0.597,0.069,0.061,0.079,0.05
2009071920,0.0,0.359,0.079,0.022,0.079,0.105
2009071921,0.0,0.228,0.063,0.006,0.158,0.095
2009071922,0.0,0.283,0.063,0.0,0.148,0.055
2009071923,0.0,0.243,0.021,0.0,0.119,0.01
2009072000,0.0,0.162,0.005,0.0,0.109,0.005
2009072001,0.0,0.152,0.016,0.0,0.079,0.03
2009072002,0.0,0.162,0.048,0.0,0.069,0.055
2009072003,0.0,0.101,0.058,0.0,0.04,0.05
2009072004,0.0,0.066,0.048,0.0,0.01,0.005
2009072005,0.0,0.051,0.016,0.0,0.0,0.0
2009072006,0.0,0.046,0.0,0.0,0.0,0.0
2009072007,0.0,0.025,0.0,0.011,0.0,0.0
2009072008,0.0,0.051,0.0,0.0,0.01,0.015
2009072009,0.025,0.035,0.0,0.0,0.0,0.005
2009072010,0.101,0.035,0.0,0.0,0.0,0.0
2009072011,0.051,0.04,0.0,0.011,0.01,0.0
2009072012,0.0,0.025,0.0,0.017,0.01,0.0
2009072013,0.0,0.0,0.0,0.0,0.0,0.0
2009072014,0.0,0.01,0.0,0.0,0.01,0.0
2009072015,0.0,0.046,0.0,0.0,0.04,0.0
2009072016,0.0,0.056,0.0,0.0,0.04,0.0
2009072017,0.0,0.056,0.0,0.0,0.04,0.0
2009072018,0.0,0.046,0.0,0.0,0.04,0.0
2009072019,0.0,0.046,0.0,0.006,0.069,0.015
2009072020,0.0,0.03,0.0,0.006,0.04,0.01
2009072021,0.0,0.02,0.011,0.0,0.089,0.015
2009072022,0.0,0.0,0.026,0.0,0.099,0.0
2009072023,0.0,0.0,0.042,0.0,0.158,0.0
