date;wp1;wp2;wp3;wp4;wp5;wp6
2011010600;0;0;0;0;0;0
2011010601;0;0;0;0;0;0
2011010602;0;0;0;0;0;0
2011010603;0;0;0;0;0;0
2011010604;0;0;0;0;0;0
2011010605;0;0;0;0;0;0
2011010606;0;0;0;0;0;0
2011010607;0;0;0;0;0;0
2011010608;0;0;0;0;0;0
2011010609;0;0;0;0;0;0
2011010610;0;0;0;0;0;0
2011010611;0;0;0;0;0;0
2011010612;0;0;0;0;0;0
2011010801;0;0;0;0;0;0
2011010802;0;0;0;0;0;0
2011010803;0;0;0;0;0;0
2011010804;0;0;0;0;0;0
2011010805;0;0;0;0;0;0
2011010806;0;0;0;0;0;0
2011010807;0;0;0;0;0;0
2011010808;0;0;0;0;0;0
2011010809;0;0;0;0;0;0
2011010810;0;0;0;0;0;0
2011010811;0;0;0;0;0;0
2011010812;0;0;0;0;0;0
2011010813;0;0;0;0;0;0
2011010814;0;0;0;0;0;0
2011010815;0;0;0;0;0;0
2011010816;0;0;0;0;0;0
2011010817;0;0;0;0;0;0
2011010818;0;0;0;0;0;0
2011010819;0;0;0;0;0;0
2011010820;0;0;0;0;0;0
2011010821;0;0;0;0;0;0
2011010822;0;0;0;0;0;0
2011010823;0;0;0;0;0;0
2011010900;0;0;0;0;0;0
2011010901;0;0;0;0;0;0
2011010902;0;0;0;0;0;0
2011010903;0;0;0;0;0;0
2011010904;0;0;0;0;0;0
2011010905;0;0;0;0;0;0
2011010906;0;0;0;0;0;0
2011010907;0;0;0;0;0;0
2011010908;0;0;0;0;0;0
2011010909;0;0;0;0;0;0
2011010910;0;0;0;0;0;0
2011010911;0;0;0;0;0;0
2011010912;0;0;0;0;0;0
2011010913;0;0;0;0;0;0
2011010914;0;0;0;0;0;0
2011010915;0;0;0;0;0;0
2011010916;0;0;0;0;0;0
2011010917;0;0;0;0;0;0
2011010918;0;0;0;0;0;0
2011010919;0;0;0;0;0;0
2011010920;0;0;0;0;0;0
2011010921;0;0;0;0;0;0
2011010922;0;0;0;0;0;0
2011010923;0;0;0;0;0;0
2011011000;0;0;0;0;0;0
2011011113;0;0;0;0;0;0
2011011114;0;0;0;0;0;0
2011011115;0;0;0;0;0;0
2011011116;0;0;0;0;0;0
2011011117;0;0;0;0;0;0
2011011118;0;0;0;0;0;0
2011011119;0;0;0;0;0;0
2011011120;0;0;0;0;0;0
2011011121;0;0;0;0;0;0
2011011122;0;0;0;0;0;0
2011011123;0;0;0;0;0;0
2011011200;0;0;0;0;0;0
2011011201;0;0;0;0;0;0
2011011202;0;0;0;0;0;0
2011011203;0;0;0;0;0;0
2011011204;0;0;0;0;0;0
2011011205;0;0;0;0;0;0
2011011206;0;0;0;0;0;0
2011011207;0;0;0;0;0;0
2011011208;0;0;0;0;0;0
2011011209;0;0;0;0;0;0
2011011210;0;0;0;0;0;0
2011011211;0;0;0;0;0;0
2011011212;0;0;0;0;0;0
2011011213;0;0;0;0;0;0
2011011214;0;0;0;0;0;0
2011011215;0;0;0;0;0;0
2011011216;0;0;0;0;0;0
2011011217;0;0;0;0;0;0
2011011218;0;0;0;0;0;0
2011011219;0;0;0;0;0;0
2011011220;0;0;0;0;0;0
2011011221;0;0;0;0;0;0
2011011222;0;0;0;0;0;0
2011011223;0;0;0;0;0;0
2011011300;0;0;0;0;0;0
2011011301;0;0;0;0;0;0
2011011302;0;0;0;0;0;0
2011011303;0;0;0;0;0;0
2011011304;0;0;0;0;0;0
2011011305;0;0;0;0;0;0
2011011306;0;0;0;0;0;0
2011011307;0;0;0;0;0;0
2011011308;0;0;0;0;0;0
2011011309;0;0;0;0;0;0
2011011310;0;0;0;0;0;0
2011011311;0;0;0;0;0;0
2011011312;0;0;0;0;0;0
2011011501;0;0;0;0;0;0
2011011502;0;0;0;0;0;0
2011011503;0;0;0;0;0;0
2011011504;0;0;0;0;0;0
2011011505;0;0;0;0;0;0
2011011506;0;0;0;0;0;0
2011011507;0;0;0;0;0;0
2011011508;0;0;0;0;0;0
2011011509;0;0;0;0;0;0
2011011510;0;0;0;0;0;0
2011011511;0;0;0;0;0;0
2011011512;0;0;0;0;0;0
2011011513;0;0;0;0;0;0
2011011514;0;0;0;0;0;0
2011011515;0;0;0;0;0;0
2011011516;0;0;0;0;0;0
2011011517;0;0;0;0;0;0
2011011518;0;0;0;0;0;0
2011011519;0;0;0;0;0;0
2011011520;0;0;0;0;0;0
2011011521;0;0;0;0;0;0
2011011522;0;0;0;0;0;0
2011011523;0;0;0;0;0;0
2011011600;0;0;0;0;0;0
2011011601;0;0;0;0;0;0
2011011602;0;0;0;0;0;0
2011011603;0;0;0;0;0;0
2011011604;0;0;0;0;0;0
2011011605;0;0;0;0;0;0
2011011606;0;0;0;0;0;0
2011011607;0;0;0;0;0;0
2011011608;0;0;0;0;0;0
2011011609;0;0;0;0;0;0
2011011610;0;0;0;0;0;0
2011011611;0;0;0;0;0;0
2011011612;0;0;0;0;0;0
2011011613;0;0;0;0;0;0
2011011614;0;0;0;0;0;0
2011011615;0;0;0;0;0;0
2011011616;0;0;0;0;0;0
2011011617;0;0;0;0;0;0
2011011618;0;0;0;0;0;0
2011011619;0;0;0;0;0;0
2011011620;0;0;0;0;0;0
2011011621;0;0;0;0;0;0
2011011622;0;0;0;0;0;0
2011011623;0;0;0;0;0;0
2011011700;0;0;0;0;0;0
2011011813;0;0;0;0;0;0
2011011814;0;0;0;0;0;0
2011011815;0;0;0;0;0;0
2011011816;0;0;0;0;0;0
2011011817;0;0;0;0;0;0
2011011818;0;0;0;0;0;0
2011011819;0;0;0;0;0;0
2011011820;0;0;0;0;0;0
2011011821;0;0;0;0;0;0
2011011822;0;0;0;0;0;0
2011011823;0;0;0;0;0;0
2011011900;0;0;0;0;0;0
2011011901;0;0;0;0;0;0
2011011902;0;0;0;0;0;0
2011011903;0;0;0;0;0;0
2011011904;0;0;0;0;0;0
2011011905;0;0;0;0;0;0
2011011906;0;0;0;0;0;0
2011011907;0;0;0;0;0;0
2011011908;0;0;0;0;0;0
2011011909;0;0;0;0;0;0
2011011910;0;0;0;0;0;0
2011011911;0;0;0;0;0;0
2011011912;0;0;0;0;0;0
2011011913;0;0;0;0;0;0
2011011914;0;0;0;0;0;0
2011011915;0;0;0;0;0;0
2011011916;0;0;0;0;0;0
2011011917;0;0;0;0;0;0
2011011918;0;0;0;0;0;0
2011011919;0;0;0;0;0;0
2011011920;0;0;0;0;0;0
2011011921;0;0;0;0;0;0
2011011922;0;0;0;0;0;0
2011011923;0;0;0;0;0;0
2011012000;0;0;0;0;0;0
2011012001;0;0;0;0;0;0
2011012002;0;0;0;0;0;0
2011012003;0;0;0;0;0;0
2011012004;0;0;0;0;0;0
2011012005;0;0;0;0;0;0
2011012006;0;0;0;0;0;0
2011012007;0;0;0;0;0;0
2011012008;0;0;0;0;0;0
2011012009;0;0;0;0;0;0
2011012010;0;0;0;0;0;0
2011012011;0;0;0;0;0;0
2011012012;0;0;0;0;0;0
2011012201;0;0;0;0;0;0
2011012202;0;0;0;0;0;0
2011012203;0;0;0;0;0;0
2011012204;0;0;0;0;0;0
2011012205;0;0;0;0;0;0
2011012206;0;0;0;0;0;0
2011012207;0;0;0;0;0;0
2011012208;0;0;0;0;0;0
2011012209;0;0;0;0;0;0
2011012210;0;0;0;0;0;0
2011012211;0;0;0;0;0;0
2011012212;0;0;0;0;0;0
2011012213;0;0;0;0;0;0
2011012214;0;0;0;0;0;0
2011012215;0;0;0;0;0;0
2011012216;0;0;0;0;0;0
2011012217;0;0;0;0;0;0
2011012218;0;0;0;0;0;0
2011012219;0;0;0;0;0;0
2011012220;0;0;0;0;0;0
2011012221;0;0;0;0;0;0
2011012222;0;0;0;0;0;0
2011012223;0;0;0;0;0;0
2011012300;0;0;0;0;0;0
2011012301;0;0;0;0;0;0
2011012302;0;0;0;0;0;0
2011012303;0;0;0;0;0;0
2011012304;0;0;0;0;0;0
2011012305;0;0;0;0;0;0
2011012306;0;0;0;0;0;0
2011012307;0;0;0;0;0;0
2011012308;0;0;0;0;0;0
2011012309;0;0;0;0;0;0
2011012310;0;0;0;0;0;0
2011012311;0;0;0;0;0;0
2011012312;0;0;0;0;0;0
2011012313;0;0;0;0;0;0
2011012314;0;0;0;0;0;0
2011012315;0;0;0;0;0;0
2011012316;0;0;0;0;0;0
2011012317;0;0;0;0;0;0
2011012318;0;0;0;0;0;0
2011012319;0;0;0;0;0;0
2011012320;0;0;0;0;0;0
2011012321;0;0;0;0;0;0
2011012322;0;0;0;0;0;0
2011012323;0;0;0;0;0;0
2011012400;0;0;0;0;0;0
2011012513;0;0;0;0;0;0
2011012514;0;0;0;0;0;0
2011012515;0;0;0;0;0;0
2011012516;0;0;0;0;0;0
2011012517;0;0;0;0;0;0
2011012518;0;0;0;0;0;0
2011012519;0;0;0;0;0;0
2011012520;0;0;0;0;0;0
2011012521;0;0;0;0;0;0
2011012522;0;0;0;0;0;0
2011012523;0;0;0;0;0;0
2011012600;0;0;0;0;0;0
2011012601;0;0;0;0;0;0
2011012602;0;0;0;0;0;0
2011012603;0;0;0;0;0;0
2011012604;0;0;0;0;0;0
2011012605;0;0;0;0;0;0
2011012606;0;0;0;0;0;0
2011012607;0;0;0;0;0;0
2011012608;0;0;0;0;0;0
2011012609;0;0;0;0;0;0
2011012610;0;0;0;0;0;0
2011012611;0;0;0;0;0;0
2011012612;0;0;0;0;0;0
2011012613;0;0;0;0;0;0
2011012614;0;0;0;0;0;0
2011012615;0;0;0;0;0;0
2011012616;0;0;0;0;0;0
2011012617;0;0;0;0;0;0
2011012618;0;0;0;0;0;0
2011012619;0;0;0;0;0;0
2011012620;0;0;0;0;0;0
2011012621;0;0;0;0;0;0
2011012622;0;0;0;0;0;0
2011012623;0;0;0;0;0;0
2011012700;0;0;0;0;0;0
2011012701;0;0;0;0;0;0
2011012702;0;0;0;0;0;0
2011012703;0;0;0;0;0;0
2011012704;0;0;0;0;0;0
2011012705;0;0;0;0;0;0
2011012706;0;0;0;0;0;0
2011012707;0;0;0;0;0;0
2011012708;0;0;0;0;0;0
2011012709;0;0;0;0;0;0
2011012710;0;0;0;0;0;0
2011012711;0;0;0;0;0;0
2011012712;0;0;0;0;0;0
2011012901;0;0;0;0;0;0
2011012902;0;0;0;0;0;0
2011012903;0;0;0;0;0;0
2011012904;0;0;0;0;0;0
2011012905;0;0;0;0;0;0
2011012906;0;0;0;0;0;0
2011012907;0;0;0;0;0;0
2011012908;0;0;0;0;0;0
2011012909;0;0;0;0;0;0
2011012910;0;0;0;0;0;0
2011012911;0;0;0;0;0;0
2011012912;0;0;0;0;0;0
2011012913;0;0;0;0;0;0
2011012914;0;0;0;0;0;0
2011012915;0;0;0;0;0;0
2011012916;0;0;0;0;0;0
2011012917;0;0;0;0;0;0
2011012918;0;0;0;0;0;0
2011012919;0;0;0;0;0;0
2011012920;0;0;0;0;0;0
2011012921;0;0;0;0;0;0
2011012922;0;0;0;0;0;0
2011012923;0;0;0;0;0;0
2011013000;0;0;0;0;0;0
2011013001;0;0;0;0;0;0
2011013002;0;0;0;0;0;0
2011013003;0;0;0;0;0;0
2011013004;0;0;0;0;0;0
2011013005;0;0;0;0;0;0
2011013006;0;0;0;0;0;0
2011013007;0;0;0;0;0;0
2011013008;0;0;0;0;0;0
2011013009;0;0;0;0;0;0
2011013010;0;0;0;0;0;0
2011013011;0;0;0;0;0;0
2011013012;0;0;0;0;0;0
2011013013;0;0;0;0;0;0
2011013014;0;0;0;0;0;0
2011013015;0;0;0;0;0;0
2011013016;0;0;0;0;0;0
2011013017;0;0;0;0;0;0
2011013018;0;0;0;0;0;0
2011013019;0;0;0;0;0;0
2011013020;0;0;0;0;0;0
2011013021;0;0;0;0;0;0
2011013022;0;0;0;0;0;0
2011013023;0;0;0;0;0;0
2011013100;0;0;0;0;0;0
2011020113;0;0;0;0;0;0
2011020114;0;0;0;0;0;0
2011020115;0;0;0;0;0;0
2011020116;0;0;0;0;0;0
2011020117;0;0;0;0;0;0
2011020118;0;0;0;0;0;0
2011020119;0;0;0;0;0;0
2011020120;0;0;0;0;0;0
2011020121;0;0;0;0;0;0
2011020122;0;0;0;0;0;0
2011020123;0;0;0;0;0;0
2011020200;0;0;0;0;0;0
2011020201;0;0;0;0;0;0
2011020202;0;0;0;0;0;0
2011020203;0;0;0;0;0;0
2011020204;0;0;0;0;0;0
2011020205;0;0;0;0;0;0
2011020206;0;0;0;0;0;0
2011020207;0;0;0;0;0;0
2011020208;0;0;0;0;0;0
2011020209;0;0;0;0;0;0
2011020210;0;0;0;0;0;0
2011020211;0;0;0;0;0;0
2011020212;0;0;0;0;0;0
2011020213;0;0;0;0;0;0
2011020214;0;0;0;0;0;0
2011020215;0;0;0;0;0;0
2011020216;0;0;0;0;0;0
2011020217;0;0;0;0;0;0
2011020218;0;0;0;0;0;0
2011020219;0;0;0;0;0;0
2011020220;0;0;0;0;0;0
2011020221;0;0;0;0;0;0
2011020222;0;0;0;0;0;0
2011020223;0;0;0;0;0;0
2011020300;0;0;0;0;0;0
2011020301;0;0;0;0;0;0
2011020302;0;0;0;0;0;0
2011020303;0;0;0;0;0;0
2011020304;0;0;0;0;0;0
2011020305;0;0;0;0;0;0
2011020306;0;0;0;0;0;0
2011020307;0;0;0;0;0;0
2011020308;0;0;0;0;0;0
2011020309;0;0;0;0;0;0
2011020310;0;0;0;0;0;0
2011020311;0;0;0;0;0;0
2011020312;0;0;0;0;0;0
2011020501;0;0;0;0;0;0
2011020502;0;0;0;0;0;0
2011020503;0;0;0;0;0;0
2011020504;0;0;0;0;0;0
2011020505;0;0;0;0;0;0
2011020506;0;0;0;0;0;0
2011020507;0;0;0;0;0;0
2011020508;0;0;0;0;0;0
2011020509;0;0;0;0;0;0
2011020510;0;0;0;0;0;0
2011020511;0;0;0;0;0;0
2011020512;0;0;0;0;0;0
2011020513;0;0;0;0;0;0
2011020514;0;0;0;0;0;0
2011020515;0;0;0;0;0;0
2011020516;0;0;0;0;0;0
2011020517;0;0;0;0;0;0
2011020518;0;0;0;0;0;0
2011020519;0;0;0;0;0;0
2011020520;0;0;0;0;0;0
2011020521;0;0;0;0;0;0
2011020522;0;0;0;0;0;0
2011020523;0;0;0;0;0;0
2011020600;0;0;0;0;0;0
2011020601;0;0;0;0;0;0
2011020602;0;0;0;0;0;0
2011020603;0;0;0;0;0;0
2011020604;0;0;0;0;0;0
2011020605;0;0;0;0;0;0
2011020606;0;0;0;0;0;0
2011020607;0;0;0;0;0;0
2011020608;0;0;0;0;0;0
2011020609;0;0;0;0;0;0
2011020610;0;0;0;0;0;0
2011020611;0;0;0;0;0;0
2011020612;0;0;0;0;0;0
2011020613;0;0;0;0;0;0
2011020614;0;0;0;0;0;0
2011020615;0;0;0;0;0;0
2011020616;0;0;0;0;0;0
2011020617;0;0;0;0;0;0
2011020618;0;0;0;0;0;0
2011020619;0;0;0;0;0;0
2011020620;0;0;0;0;0;0
2011020621;0;0;0;0;0;0
2011020622;0;0;0;0;0;0
2011020623;0;0;0;0;0;0
2011020700;0;0;0;0;0;0
2011020813;0;0;0;0;0;0
2011020814;0;0;0;0;0;0
2011020815;0;0;0;0;0;0
2011020816;0;0;0;0;0;0
2011020817;0;0;0;0;0;0
2011020818;0;0;0;0;0;0
2011020819;0;0;0;0;0;0
2011020820;0;0;0;0;0;0
2011020821;0;0;0;0;0;0
2011020822;0;0;0;0;0;0
2011020823;0;0;0;0;0;0
2011020900;0;0;0;0;0;0
2011020901;0;0;0;0;0;0
2011020902;0;0;0;0;0;0
2011020903;0;0;0;0;0;0
2011020904;0;0;0;0;0;0
2011020905;0;0;0;0;0;0
2011020906;0;0;0;0;0;0
2011020907;0;0;0;0;0;0
2011020908;0;0;0;0;0;0
2011020909;0;0;0;0;0;0
2011020910;0;0;0;0;0;0
2011020911;0;0;0;0;0;0
2011020912;0;0;0;0;0;0
2011020913;0;0;0;0;0;0
2011020914;0;0;0;0;0;0
2011020915;0;0;0;0;0;0
2011020916;0;0;0;0;0;0
2011020917;0;0;0;0;0;0
2011020918;0;0;0;0;0;0
2011020919;0;0;0;0;0;0
2011020920;0;0;0;0;0;0
2011020921;0;0;0;0;0;0
2011020922;0;0;0;0;0;0
2011020923;0;0;0;0;0;0
2011021000;0;0;0;0;0;0
2011021001;0;0;0;0;0;0
2011021002;0;0;0;0;0;0
2011021003;0;0;0;0;0;0
2011021004;0;0;0;0;0;0
2011021005;0;0;0;0;0;0
2011021006;0;0;0;0;0;0
2011021007;0;0;0;0;0;0
2011021008;0;0;0;0;0;0
2011021009;0;0;0;0;0;0
2011021010;0;0;0;0;0;0
2011021011;0;0;0;0;0;0
2011021012;0;0;0;0;0;0
2011021201;0;0;0;0;0;0
2011021202;0;0;0;0;0;0
2011021203;0;0;0;0;0;0
2011021204;0;0;0;0;0;0
2011021205;0;0;0;0;0;0
2011021206;0;0;0;0;0;0
2011021207;0;0;0;0;0;0
2011021208;0;0;0;0;0;0
2011021209;0;0;0;0;0;0
2011021210;0;0;0;0;0;0
2011021211;0;0;0;0;0;0
2011021212;0;0;0;0;0;0
2011021213;0;0;0;0;0;0
2011021214;0;0;0;0;0;0
2011021215;0;0;0;0;0;0
2011021216;0;0;0;0;0;0
2011021217;0;0;0;0;0;0
2011021218;0;0;0;0;0;0
2011021219;0;0;0;0;0;0
2011021220;0;0;0;0;0;0
2011021221;0;0;0;0;0;0
2011021222;0;0;0;0;0;0
2011021223;0;0;0;0;0;0
2011021300;0;0;0;0;0;0
2011021301;0;0;0;0;0;0
2011021302;0;0;0;0;0;0
2011021303;0;0;0;0;0;0
2011021304;0;0;0;0;0;0
2011021305;0;0;0;0;0;0
2011021306;0;0;0;0;0;0
2011021307;0;0;0;0;0;0
2011021308;0;0;0;0;0;0
2011021309;0;0;0;0;0;0
2011021310;0;0;0;0;0;0
2011021311;0;0;0;0;0;0
2011021312;0;0;0;0;0;0
2011021313;0;0;0;0;0;0
2011021314;0;0;0;0;0;0
2011021315;0;0;0;0;0;0
2011021316;0;0;0;0;0;0
2011021317;0;0;0;0;0;0
2011021318;0;0;0;0;0;0
2011021319;0;0;0;0;0;0
2011021320;0;0;0;0;0;0
2011021321;0;0;0;0;0;0
2011021322;0;0;0;0;0;0
2011021323;0;0;0;0;0;0
2011021400;0;0;0;0;0;0
2011021513;0;0;0;0;0;0
2011021514;0;0;0;0;0;0
2011021515;0;0;0;0;0;0
2011021516;0;0;0;0;0;0
2011021517;0;0;0;0;0;0
2011021518;0;0;0;0;0;0
2011021519;0;0;0;0;0;0
2011021520;0;0;0;0;0;0
2011021521;0;0;0;0;0;0
2011021522;0;0;0;0;0;0
2011021523;0;0;0;0;0;0
2011021600;0;0;0;0;0;0
2011021601;0;0;0;0;0;0
2011021602;0;0;0;0;0;0
2011021603;0;0;0;0;0;0
2011021604;0;0;0;0;0;0
2011021605;0;0;0;0;0;0
2011021606;0;0;0;0;0;0
2011021607;0;0;0;0;0;0
2011021608;0;0;0;0;0;0
2011021609;0;0;0;0;0;0
2011021610;0;0;0;0;0;0
2011021611;0;0;0;0;0;0
2011021612;0;0;0;0;0;0
2011021613;0;0;0;0;0;0
2011021614;0;0;0;0;0;0
2011021615;0;0;0;0;0;0
2011021616;0;0;0;0;0;0
2011021617;0;0;0;0;0;0
2011021618;0;0;0;0;0;0
2011021619;0;0;0;0;0;0
2011021620;0;0;0;0;0;0
2011021621;0;0;0;0;0;0
2011021622;0;0;0;0;0;0
2011021623;0;0;0;0;0;0
2011021700;0;0;0;0;0;0
2011021701;0;0;0;0;0;0
2011021702;0;0;0;0;0;0
2011021703;0;0;0;0;0;0
2011021704;0;0;0;0;0;0
2011021705;0;0;0;0;0;0
2011021706;0;0;0;0;0;0
2011021707;0;0;0;0;0;0
2011021708;0;0;0;0;0;0
2011021709;0;0;0;0;0;0
2011021710;0;0;0;0;0;0
2011021711;0;0;0;0;0;0
2011021712;0;0;0;0;0;0
2011021901;0;0;0;0;0;0
2011021902;0;0;0;0;0;0
2011021903;0;0;0;0;0;0
2011021904;0;0;0;0;0;0
2011021905;0;0;0;0;0;0
2011021906;0;0;0;0;0;0
2011021907;0;0;0;0;0;0
2011021908;0;0;0;0;0;0
2011021909;0;0;0;0;0;0
2011021910;0;0;0;0;0;0
2011021911;0;0;0;0;0;0
2011021912;0;0;0;0;0;0
2011021913;0;0;0;0;0;0
2011021914;0;0;0;0;0;0
2011021915;0;0;0;0;0;0
2011021916;0;0;0;0;0;0
2011021917;0;0;0;0;0;0
2011021918;0;0;0;0;0;0
2011021919;0;0;0;0;0;0
2011021920;0;0;0;0;0;0
2011021921;0;0;0;0;0;0
2011021922;0;0;0;0;0;0
2011021923;0;0;0;0;0;0
2011022000;0;0;0;0;0;0
2011022001;0;0;0;0;0;0
2011022002;0;0;0;0;0;0
2011022003;0;0;0;0;0;0
2011022004;0;0;0;0;0;0
2011022005;0;0;0;0;0;0
2011022006;0;0;0;0;0;0
2011022007;0;0;0;0;0;0
2011022008;0;0;0;0;0;0
2011022009;0;0;0;0;0;0
2011022010;0;0;0;0;0;0
2011022011;0;0;0;0;0;0
2011022012;0;0;0;0;0;0
2011022013;0;0;0;0;0;0
2011022014;0;0;0;0;0;0
2011022015;0;0;0;0;0;0
2011022016;0;0;0;0;0;0
2011022017;0;0;0;0;0;0
2011022018;0;0;0;0;0;0
2011022019;0;0;0;0;0;0
2011022020;0;0;0;0;0;0
2011022021;0;0;0;0;0;0
2011022022;0;0;0;0;0;0
2011022023;0;0;0;0;0;0
2011022100;0;0;0;0;0;0
2011022213;0;0;0;0;0;0
2011022214;0;0;0;0;0;0
2011022215;0;0;0;0;0;0
2011022216;0;0;0;0;0;0
2011022217;0;0;0;0;0;0
2011022218;0;0;0;0;0;0
2011022219;0;0;0;0;0;0
2011022220;0;0;0;0;0;0
2011022221;0;0;0;0;0;0
2011022222;0;0;0;0;0;0
2011022223;0;0;0;0;0;0
2011022300;0;0;0;0;0;0
2011022301;0;0;0;0;0;0
2011022302;0;0;0;0;0;0
2011022303;0;0;0;0;0;0
2011022304;0;0;0;0;0;0
2011022305;0;0;0;0;0;0
2011022306;0;0;0;0;0;0
2011022307;0;0;0;0;0;0
2011022308;0;0;0;0;0;0
2011022309;0;0;0;0;0;0
2011022310;0;0;0;0;0;0
2011022311;0;0;0;0;0;0
2011022312;0;0;0;0;0;0
2011022313;0;0;0;0;0;0
2011022314;0;0;0;0;0;0
2011022315;0;0;0;0;0;0
2011022316;0;0;0;0;0;0
2011022317;0;0;0;0;0;0
2011022318;0;0;0;0;0;0
2011022319;0;0;0;0;0;0
2011022320;0;0;0;0;0;0
2011022321;0;0;0;0;0;0
2011022322;0;0;0;0;0;0
2011022323;0;0;0;0;0;0
2011022400;0;0;0;0;0;0
2011022401;0;0;0;0;0;0
2011022402;0;0;0;0;0;0
2011022403;0;0;0;0;0;0
2011022404;0;0;0;0;0;0
2011022405;0;0;0;0;0;0
2011022406;0;0;0;0;0;0
2011022407;0;0;0;0;0;0
2011022408;0;0;0;0;0;0
2011022409;0;0;0;0;0;0
2011022410;0;0;0;0;0;0
2011022411;0;0;0;0;0;0
2011022412;0;0;0;0;0;0
2011022601;0;0;0;0;0;0
2011022602;0;0;0;0;0;0
2011022603;0;0;0;0;0;0
2011022604;0;0;0;0;0;0
2011022605;0;0;0;0;0;0
2011022606;0;0;0;0;0;0
2011022607;0;0;0;0;0;0
2011022608;0;0;0;0;0;0
2011022609;0;0;0;0;0;0
2011022610;0;0;0;0;0;0
2011022611;0;0;0;0;0;0
2011022612;0;0;0;0;0;0
2011022613;0;0;0;0;0;0
2011022614;0;0;0;0;0;0
2011022615;0;0;0;0;0;0
2011022616;0;0;0;0;0;0
2011022617;0;0;0;0;0;0
2011022618;0;0;0;0;0;0
2011022619;0;0;0;0;0;0
2011022620;0;0;0;0;0;0
2011022621;0;0;0;0;0;0
2011022622;0;0;0;0;0;0
2011022623;0;0;0;0;0;0
2011022700;0;0;0;0;0;0
2011022701;0;0;0;0;0;0
2011022702;0;0;0;0;0;0
2011022703;0;0;0;0;0;0
2011022704;0;0;0;0;0;0
2011022705;0;0;0;0;0;0
2011022706;0;0;0;0;0;0
2011022707;0;0;0;0;0;0
2011022708;0;0;0;0;0;0
2011022709;0;0;0;0;0;0
2011022710;0;0;0;0;0;0
2011022711;0;0;0;0;0;0
2011022712;0;0;0;0;0;0
2011022713;0;0;0;0;0;0
2011022714;0;0;0;0;0;0
2011022715;0;0;0;0;0;0
2011022716;0;0;0;0;0;0
2011022717;0;0;0;0;0;0
2011022718;0;0;0;0;0;0
2011022719;0;0;0;0;0;0
2011022720;0;0;0;0;0;0
2011022721;0;0;0;0;0;0
2011022722;0;0;0;0;0;0
2011022723;0;0;0;0;0;0
2011022800;0;0;0;0;0;0
2011030113;0;0;0;0;0;0
2011030114;0;0;0;0;0;0
2011030115;0;0;0;0;0;0
2011030116;0;0;0;0;0;0
